Unnamed: 0,code,name,description,material,size,fragm,cultlayer,execorg,survyear,row_id,image_file,image_abs,image_exists,artifact_id,group_key,name_raw,name_norm,material_raw,material_norm,fragm_raw,fragm_norm,raw_label,norm_label,label_is_missing,label_is_uncertain,group_has_conflict,is_very_rare,quality_flag,reason_flag
2524,КБ-2014-Р1-1464,Изразец,"Изразца красноглиняного с белой поливой   с клеймом внутри ""…ПОСПЪЕВ…""лицевой пластины фрагмент",Глина,10х7 см,Фрагмент,,ИИМК РАН,2014.0,290,dataset/КБ-2014-Р1-1464_orig.jpg,cu_data/dataset/КБ-2014-Р1-1464_orig.jpg,True,КБ-2014-Р1-1464,КБ-2014-Р1,Изразец,изразец,Глина,глина,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,group_conflict
2526,КБ-2014-Р1-1489,Изразец,Изразца красноглиняного с белой поливой лицевой пластины фрагмент,Глина,16х10х7 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,291,dataset/КБ-2014-Р1-1489_orig.jpg,cu_data/dataset/КБ-2014-Р1-1489_orig.jpg,True,КБ-2014-Р1-1489,КБ-2014-Р1,Изразец,изразец,Глина,глина,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,group_conflict
2528,КБ-2014-Р1-1508,Тарелка,"Тарелки фарфоровой с клеймом на дне ""АII"" дна фрагмент",Фарфор,,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,292,dataset/КБ-2014-Р1-1508_orig.jpg,cu_data/dataset/КБ-2014-Р1-1508_orig.jpg,True,КБ-2014-Р1-1508,КБ-2014-Р1,Тарелка,тарелка,Фарфор,фарфор,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2530,КБ-2014-Р1-1518,Тарелка,"Тарелки фаянсовой с клеймом на дне ""KPM DRGY LING SRUSCH"" Дна фрагмент",Фаянс,5х9 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,293,dataset/КБ-2014-Р1-1518_orig.jpg,cu_data/dataset/КБ-2014-Р1-1518_orig.jpg,True,КБ-2014-Р1-1518,КБ-2014-Р1,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2535,КБ-2014-Р1-1539,Блюдце,Блюдца фарфорового с цветочным и геометрическим орнаментов на дне клеймо профиля фрагмент,Фарфор,D 15 см,Фрагмент,Слой разрушения дома/ гориз.1,ИИМК РАН,2014.0,294,dataset/КБ-2014-Р1-1539_orig.jpg,cu_data/dataset/КБ-2014-Р1-1539_orig.jpg,True,КБ-2014-Р1-1539,КБ-2014-Р1,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2536,КБ-2014-Р1-1540,Блюдце,Блюдца фарфорового с голубым рисунком внутри профиля фрагмент,Фарфор,D 14 см,Фрагмент,Слой разрушения дома/ гориз.1,ИИМК РАН,2014.0,295,dataset/КБ-2014-Р1-1540_orig.jpg,cu_data/dataset/КБ-2014-Р1-1540_orig.jpg,True,КБ-2014-Р1-1540,КБ-2014-Р1,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2537,КБ-2014-Р1-1541,Блюдце,Блюдца фарфорового с коричневой геометрической росписью по краю внутри и клеймом снаружи профиль,Фарфор,D 14 см,Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,296,dataset/КБ-2014-Р1-1541_orig.jpg,cu_data/dataset/КБ-2014-Р1-1541_orig.jpg,True,КБ-2014-Р1-1541,КБ-2014-Р1,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2539,КБ-2014-Р1-1568,Блюдце,Блюдца фарфорового  с монохромным цветочным рисунком внутри неровным краем профиля фрагмент,Фарфор,D 15 см,Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,297,dataset/КБ-2014-Р1-1568_orig.jpg,cu_data/dataset/КБ-2014-Р1-1568_orig.jpg,True,КБ-2014-Р1-1568,КБ-2014-Р1,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2600,КБ-2014-Р2-0088,Тарелка,Тарелка фаянсовая с рельефным краем и растительным декольным зеленым орнаментом профиль с клеймом на донце,Фаянс,"Двен=16; Ддон=10; выс=1,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,299,dataset/КБ-2014-Р2-0088_orig.jpg,cu_data/dataset/КБ-2014-Р2-0088_orig.jpg,True,КБ-2014-Р2-0088,КБ-2014-Р2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2602,КБ-2014-Р2-0091,Крышка,Чайника фарфорового с полихромным цветочным и линейным декольным орнаментом крышка,Фарфор,"Д=4,5; выс=2,5 см",Целый,Слой 1/ гориз.1,ИИМК РАН,2014.0,300,dataset/КБ-2014-Р2-0091_orig.jpg,cu_data/dataset/КБ-2014-Р2-0091_orig.jpg,True,КБ-2014-Р2-0091,КБ-2014-Р2,Крышка,крышка,Фарфор,фарфор,Целый,целый,Крышка,крышка,False,False,True,False,group_conflict,group_conflict
2603,КБ-2014-Р2-0092,Блюдце,Блюдце фарфоровое с зеленым линейным орнаментом по краю внутри и клеймом на донце фр-ое,Фарфор,"Двен=14; Ддон=8; выс=3,2 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,301,dataset/КБ-2014-Р2-0092_orig.jpg,cu_data/dataset/КБ-2014-Р2-0092_orig.jpg,True,КБ-2014-Р2-0092,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2604,КБ-2014-Р2-0094,Тарелка,"Тарелки фарфоровой с растительным полихромным орнаментом внутри, с рельефным краем и клеймом на донце, профиль",Фарфор,"Двен=18; Ддон=10; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,302,dataset/КБ-2014-Р2-0094_orig.jpg,cu_data/dataset/КБ-2014-Р2-0094_orig.jpg,True,КБ-2014-Р2-0094,КБ-2014-Р2,Тарелка,тарелка,Фарфор,фарфор,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2626,КБ-2014-Р2-0127,Тарелка,Тарелки фаянсовой с растительным полихромным орнаментом внутри донца клейменого фр-т,Фаянс,Д=11 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,303,dataset/КБ-2014-Р2-0127_orig.jpg,cu_data/dataset/КБ-2014-Р2-0127_orig.jpg,True,КБ-2014-Р2-0127,КБ-2014-Р2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
2627,КБ-2014-Р2-0128,Крышка,Сосуда фарфорового рельефной крышки профиль,Фарфор,"Д=4; выс=1,3 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,304,dataset/КБ-2014-Р2-0128_orig.jpg,cu_data/dataset/КБ-2014-Р2-0128_orig.jpg,True,КБ-2014-Р2-0128,КБ-2014-Р2,Крышка,крышка,Фарфор,фарфор,Фрагмент,фрагмент,Крышка,крышка,False,False,True,False,group_conflict,group_conflict
2629,КБ-2014-Р2-0130,Блюдце,Блюдце фарфоровое с клеймом на донце фр-ое,Фарфор,"Двен=15,5; Ддон=8; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,305,dataset/КБ-2014-Р2-0130_orig.jpg,cu_data/dataset/КБ-2014-Р2-0130_orig.jpg,True,КБ-2014-Р2-0130,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2631,КБ-2014-Р2-0132,Блюдце,Блюдце фарфоровое с полихромным пейзажным орнаментом и клеймом на донце профиль,Фарфор,"Двен=ок159; Ддон=; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,306,dataset/КБ-2014-Р2-0132_orig.jpg,cu_data/dataset/КБ-2014-Р2-0132_orig.jpg,True,КБ-2014-Р2-0132,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2632,КБ-2014-Р2-0133,Крышка,Чайника фарфорового с полихромным цветочным декольным орнаментом крышка,Фарфор,"Д=4,5; выс=3 см",Целый,Слой 1/ гориз.1,ИИМК РАН,2014.0,307,dataset/КБ-2014-Р2-0133_orig.jpg,cu_data/dataset/КБ-2014-Р2-0133_orig.jpg,True,КБ-2014-Р2-0133,КБ-2014-Р2,Крышка,крышка,Фарфор,фарфор,Целый,целый,Крышка,крышка,False,False,True,False,group_conflict,group_conflict
2679,КБ-2014-Р2-0185,Крышка,Сосуда фаянсового с синей поливой снаружи и внутри со сквозными отверстиями крышки профиль,Фаянс,Д=10; выс=2 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,308,dataset/КБ-2014-Р2-0185_orig.jpg,cu_data/dataset/КБ-2014-Р2-0185_orig.jpg,True,КБ-2014-Р2-0185,КБ-2014-Р2,Крышка,крышка,Фаянс,фаянс,Фрагмент,фрагмент,Крышка,крышка,False,False,True,False,group_conflict,group_conflict
2681,КБ-2014-Р2-0189,Блюдце,Блюдца фарфорового с полихромным цветочным и рельефным орнаментом внутри профиль,Фарфор,Двен=14; Ддон=8; выс=2 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,309,dataset/КБ-2014-Р2-0189_orig.jpg,cu_data/dataset/КБ-2014-Р2-0189_orig.jpg,True,КБ-2014-Р2-0189,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2684,КБ-2014-Р2-0197,Тарелка,Тарелки миниатюрной фарфоровой с полихромным и рельефным орнаментом внутри профиль,Фарфор,"Двен=7,5; Ддон=4,5; выс=1,3 см",Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,310,dataset/КБ-2014-Р2-0197_orig.jpg,cu_data/dataset/КБ-2014-Р2-0197_orig.jpg,True,КБ-2014-Р2-0197,КБ-2014-Р2,Тарелка,тарелка,Фарфор,фарфор,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2689,КБ-2014-Р2-0211,Блюдце,"Блюдца фарфорового с золотым линейным и буквенным синим орнаментом внутри и клеймом на донце, профиль",Фарфор,"Двен=не определен; Ддон=8; выс=2,2 см",Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,311,dataset/КБ-2014-Р2-0211_orig.jpg,cu_data/dataset/КБ-2014-Р2-0211_orig.jpg,True,КБ-2014-Р2-0211,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2692,КБ-2014-Р2-0218,Блюдце,"Блюдце фарфоровое с полихромным линейным и растительным орнаментом внутри и клеймом на донце, фр-ое",Фарфор,"Двен=14,5; Ддон=8,5; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,312,dataset/КБ-2014-Р2-0218_orig.jpg,cu_data/dataset/КБ-2014-Р2-0218_orig.jpg,True,КБ-2014-Р2-0218,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2693,КБ-2014-Р2-0221,Крышка,Сосуда фарфорового со сквозными отверстиями и золотым орнаментом крышки фр-т,Фарфор,Д=не определен см,Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,313,dataset/КБ-2014-Р2-0221_orig.jpg,cu_data/dataset/КБ-2014-Р2-0221_orig.jpg,True,КБ-2014-Р2-0221,КБ-2014-Р2,Крышка,крышка,Фарфор,фарфор,Фрагмент,фрагмент,Крышка,крышка,False,False,True,False,group_conflict,abbr_in_description|group_conflict
2747,КБ-2014-Р2-0320,Изразец,Изразца светлоглиняного плоского с черным геометрическим и растительным орнаментом фр-т,Керамика,"10+ х 9 х 1,5; рум=2 см",Фрагмент,,ИИМК РАН,2014.0,314,dataset/КБ-2014-Р2-0320_orig.jpg,cu_data/dataset/КБ-2014-Р2-0320_orig.jpg,True,КБ-2014-Р2-0320,КБ-2014-Р2,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,abbr_in_description|group_conflict
2750,КБ-2014-Р2-0323,Миска,"Миски красноглиняной с зелено-коричневой поливой внутри с белым волновым и линейным белым орнаментом, профиль",Керамика,Двен=20; Ддон=10; выс=6 см,Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,315,dataset/КБ-2014-Р2-0323_orig.jpg,cu_data/dataset/КБ-2014-Р2-0323_orig.jpg,True,КБ-2014-Р2-0323,КБ-2014-Р2,Миска,миска,Керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,False,True,False,group_conflict,group_conflict
2756,КБ-2014-Р2-0331,Тарелка,Тарелки миниатюрной фарфоровой с полихромным и рельефным орнаментом внутри профиль,Фарфор,"Двен=8; Ддон=4,5; выс=1,5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,316,dataset/КБ-2014-Р2-0331_orig.jpg,cu_data/dataset/КБ-2014-Р2-0331_orig.jpg,True,КБ-2014-Р2-0331,КБ-2014-Р2,Тарелка,тарелка,Фарфор,фарфор,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2757,КБ-2014-Р2-0332,Крышка,Сосуда красноглиняного с белой внутри и коричневой снаружи крышка фр-ая,Керамика,"Д=13,5; выс=5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,317,dataset/КБ-2014-Р2-0332_orig.jpg,cu_data/dataset/КБ-2014-Р2-0332_orig.jpg,True,КБ-2014-Р2-0332,КБ-2014-Р2,Крышка,крышка,Керамика,керамика,Фрагмент,фрагмент,Крышка,крышка,False,False,True,False,group_conflict,group_conflict
2759,КБ-2014-Р2-0337,Изразец,Изразец угловой карнизный светлоглиняный с белой поливой,Керамика,"14 х 15 х 2; рум=5,5 см",Целый,Слой 2/ гориз.2,ИИМК РАН,2014.0,318,dataset/КБ-2014-Р2-0337_orig.jpg,cu_data/dataset/КБ-2014-Р2-0337_orig.jpg,True,КБ-2014-Р2-0337,КБ-2014-Р2,Изразец,изразец,Керамика,керамика,Целый,целый,Изразец,изразец,False,False,True,False,group_conflict,group_conflict
2760,КБ-2014-Р2-0338,Изразец,Изразец карнизный светлоглиняный с белой поливой,Керамика,"23,5 х 10 х 2; рум=5 см",Целый,Слой 2/ гориз.2,ИИМК РАН,2014.0,319,dataset/КБ-2014-Р2-0338_orig.jpg,cu_data/dataset/КБ-2014-Р2-0338_orig.jpg,True,КБ-2014-Р2-0338,КБ-2014-Р2,Изразец,изразец,Керамика,керамика,Целый,целый,Изразец,изразец,False,False,True,False,group_conflict,group_conflict
2762,КБ-2014-Р2-0340,Изразец,Изразец угловой карнизный светлоглиняный с белой поливой,Керамика,"17 х 14 х 2; рум=5,5 см",Целый,Слой 2/ гориз.2,ИИМК РАН,2014.0,320,dataset/КБ-2014-Р2-0340_orig.jpg,cu_data/dataset/КБ-2014-Р2-0340_orig.jpg,True,КБ-2014-Р2-0340,КБ-2014-Р2,Изразец,изразец,Керамика,керамика,Целый,целый,Изразец,изразец,False,False,True,False,group_conflict,group_conflict
2781,КБ-2014-Р2-0361,Тарелка,"Тарелка фарфоровая с линейным красным, желтым и рельефным орнаментом внутри, с клеймом на донце",Фарфор,"Двен=21,5; Ддон=13; выс=2,5 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,321,dataset/КБ-2014-Р2-0361_orig.jpg,cu_data/dataset/КБ-2014-Р2-0361_orig.jpg,True,КБ-2014-Р2-0361,КБ-2014-Р2,Тарелка,тарелка,Фарфор,фарфор,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2786,КБ-2014-Р2-0370,Миска,"Мисочка прозрачного стекла с рельефным краем и рельефным орнаментом звезд снаружи, профиль",Стекло,"Двен=13,5; Ддон=5,5; выс=3 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,322,dataset/КБ-2014-Р2-0370_orig.jpg,cu_data/dataset/КБ-2014-Р2-0370_orig.jpg,True,КБ-2014-Р2-0370,КБ-2014-Р2,Миска,миска,Стекло,стекло,Фрагмент,фрагмент,Миска,миска,False,False,True,False,group_conflict,group_conflict
2803,КБ-2014-Р2-0394,Тарелка,Тарелки миниатюрной фарфоровой с черным линейным орнаментом внутри профиль,Фарфор,"Двен=6,3; Ддон=4; выс=1 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,323,dataset/КБ-2014-Р2-0394_orig.jpg,cu_data/dataset/КБ-2014-Р2-0394_orig.jpg,True,КБ-2014-Р2-0394,КБ-2014-Р2,Тарелка,тарелка,Фарфор,фарфор,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2804,КБ-2014-Р2-0395,Блюдце,"Блюдца фарфорового с коричневы линейным орнаментом внутри, с клеймом на донце, профиль",Фарфор,Двен=14; Ддон=8; выс=3 см,Фрагмент,Слой 4,ИИМК РАН,2014.0,324,dataset/КБ-2014-Р2-0395_orig.jpg,cu_data/dataset/КБ-2014-Р2-0395_orig.jpg,True,КБ-2014-Р2-0395,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2834,КБ-2014-Р2-0430,Блюдце,Блюдца фарфорового с полихромным растительным орнаментом внутри профиль с клеймом на донце,Фарфор,Двен=13; Ддон=8; выс=3 см,Фрагмент,Слой 3а,ИИМК РАН,2014.0,325,dataset/КБ-2014-Р2-0430_orig.jpg,cu_data/dataset/КБ-2014-Р2-0430_orig.jpg,True,КБ-2014-Р2-0430,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2835,КБ-2014-Р2-0431,Блюдце,Блюдца фарфорового с полихромным растительным орнаментом внутри профиль с клеймом на донце,Фарфор,Двен=13; Ддон=8; выс=3 см,Фрагмент,Слой 3а,ИИМК РАН,2014.0,326,dataset/КБ-2014-Р2-0431_orig.jpg,cu_data/dataset/КБ-2014-Р2-0431_orig.jpg,True,КБ-2014-Р2-0431,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2836,КБ-2014-Р2-0432,Блюдце,Блюдца фарфорового с полихромным растительным орнаментом внутри профиль с клеймом на донце,Фарфор,Двен=15; Ддон=7; выс=4 см,Фрагмент,Слой 3а,ИИМК РАН,2014.0,327,dataset/КБ-2014-Р2-0432_orig.jpg,cu_data/dataset/КБ-2014-Р2-0432_orig.jpg,True,КБ-2014-Р2-0432,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2838,КБ-2014-Р2-0435,Крышка,Сосуда красноглиняного с коричневой снаружи и белой поливой внутри крышка,Керамика,"Д=8,5; выс=4 см",Целый,,ИИМК РАН,2014.0,328,dataset/КБ-2014-Р2-0435_orig.jpg,cu_data/dataset/КБ-2014-Р2-0435_orig.jpg,True,КБ-2014-Р2-0435,КБ-2014-Р2,Крышка,крышка,Керамика,керамика,Целый,целый,Крышка,крышка,False,False,True,False,group_conflict,group_conflict
2853,КБ-2014-Р2-0459,Блюдце,"Блюдце фарфоровое с полихромным растительным орнаментом внутри и клеймом на донце, фр-ое",Фарфор,"Двен=13,5; Ддон=8; выс=3 см",Фрагмент,Слой 3а,ИИМК РАН,2014.0,329,dataset/КБ-2014-Р2-0459_orig.jpg,cu_data/dataset/КБ-2014-Р2-0459_orig.jpg,True,КБ-2014-Р2-0459,КБ-2014-Р2,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,group_conflict
2868,КБ-2014-Р2-0478,Тарелка,Тарелка голубого прозрачного стекла с рельефным орнаментом снаружи фр-ая,Стекло,"Двен=14,5; Ддон=6,5; выс=2,5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,330,dataset/КБ-2014-Р2-0478_orig.jpg,cu_data/dataset/КБ-2014-Р2-0478_orig.jpg,True,КБ-2014-Р2-0478,КБ-2014-Р2,Тарелка,тарелка,Стекло,стекло,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
2873,КБ-2014-Р2-0484,Миска,Миски белоглиняной с нагаром и следами черной поливы снаружи и внутри профиль,Керамика,"Двен=16,5; Ддон=6,5; выс=6 см",Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,331,dataset/КБ-2014-Р2-0484_orig.jpg,cu_data/dataset/КБ-2014-Р2-0484_orig.jpg,True,КБ-2014-Р2-0484,КБ-2014-Р2,Миска,миска,Керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,False,True,False,group_conflict,group_conflict
2879,КБ-2014-Р2-0492,Крышка,"Сосуда парфюмерного фарфорового с золотым линейным орнаментом снаружи и клеймом внутри, крышка",Фарфор,"Д=5,3; выс=2 см",Целый,Слой 3/ гориз.2,ИИМК РАН,2014.0,333,dataset/КБ-2014-Р2-0492_orig.jpg,cu_data/dataset/КБ-2014-Р2-0492_orig.jpg,True,КБ-2014-Р2-0492,КБ-2014-Р2,Крышка,крышка,Фарфор,фарфор,Целый,целый,Крышка,крышка,False,False,True,False,group_conflict,group_conflict
2910,КБ-2014-Р2-0532,Тарелка,Тарелка фаянсовая с рельефным краем и растительным и пейзажным декольным синим орнаментом фр-ая с клеймом на донце,Фаянс,"Двен=24; Ддон=14; выс=2,5 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,334,dataset/КБ-2014-Р2-0532_orig.jpg,cu_data/dataset/КБ-2014-Р2-0532_orig.jpg,True,КБ-2014-Р2-0532,КБ-2014-Р2,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,group_conflict
